"Element"	"ionState"	"Ei"	"gi"
"Co"	"II"	13.32224929	7
"Co"	"II"	13.3548015	5
"Co"	"II"	13.32499604	13
"Co"	"II"	13.41721362	11
"Co"	"II"	13.33370258	11
"Co"	"II"	13.36428415	9
"Co"	"II"	13.4235319	7
"Co"	"II"	13.34645882	11
"Co"	"II"	13.3535099	13
"Co"	"II"	13.43850121	9
"Co"	"II"	13.34960876	7
"Co"	"II"	13.3929219	11
"Co"	"II"	13.4333769	13
"Co"	"II"	13.4491073	11
"Co"	"II"	13.5690876	9
"Co"	"II"	13.5797697	7
"Co"	"II"	13.6411044	5
"Co"	"II"	13.6802114	3
"Co"	"II"	13.4492008	9
"Co"	"II"	13.4932085	7
"Co"	"II"	13.5443376	5
"Co"	"II"	13.4647054	11
"Co"	"II"	13.4808728	5
"Co"	"II"	13.4919431	9
"Co"	"II"	13.6596619	7
"Co"	"II"	13.7248731	5
"Co"	"II"	13.50344129	5
"Co"	"II"	13.55297099	9
"Co"	"II"	13.6393135	13
"Co"	"II"	13.6502211	15
"Co"	"II"	13.64696651	13
"Co"	"II"	13.64992329	11
"Co"	"II"	13.64787804	11
"Co"	"II"	13.650584	9
"Co"	"II"	13.6543706	9
"Co"	"II"	13.6544001	7
"Co"	"II"	13.65661905	15
"Co"	"II"	13.6579348	17
"Co"	"II"	13.6584441	7
"Co"	"II"	13.658482	5
"Co"	"II"	13.662345	5
"Co"	"II"	13.6630326	3
"Co"	"II"	13.6932161	3
"Co"	"II"	13.70315206	5
"Co"	"II"	13.709736	7
"Co"	"II"	13.7282008	9
"Co"	"II"	13.82344934	5
"Co"	"II"	13.8293666	7
"Co"	"II"	13.7448183	3
"Co"	"II"	13.7453258	1
"Co"	"II"	13.8034674	5
"Co"	"II"	13.7479256	7
"Co"	"II"	13.75311298	11
"Co"	"II"	13.7532999	9
"Co"	"II"	13.75385763	13
"Co"	"II"	13.75490306	11
"Co"	"II"	13.75413882	7
"Co"	"II"	13.7551436	9
"Co"	"II"	13.7585952	5
"Co"	"II"	13.7593599	7
"Co"	"II"	13.75987384	13
"Co"	"II"	13.76052054	15
"Co"	"II"	13.7614016	9
"Co"	"II"	13.7629806	7
"Co"	"II"	13.7684358	5
"Co"	"II"	13.7617842	5
"Co"	"II"	13.7622739	3
"Co"	"II"	13.7639617	11
"Co"	"II"	13.7803322	9
"Co"	"II"	13.7640214	3
"Co"	"II"	13.766	1
"Co"	"II"	13.7797246	13
"Co"	"II"	13.8893292	11
"Co"	"II"	13.9625535	7
"Co"	"II"	14.000011	5
"Co"	"II"	13.7979596	15
"Co"	"II"	13.9055232	13
"Co"	"II"	13.912343	11
"Co"	"II"	13.8056504	11
"Co"	"II"	13.8163449	7
"Co"	"II"	13.8166367	13
"Co"	"II"	13.9857785	11
"Co"	"II"	13.82904611	11
"Co"	"II"	13.8295944	9
"Co"	"II"	13.83048	7
"Co"	"II"	13.8311442	9
"Co"	"II"	13.8312365	5
"Co"	"II"	13.8332512	7
"Co"	"II"	13.8320165	3
"Co"	"II"	13.8369094	5
"Co"	"II"	13.83494999	13
"Co"	"II"	13.8350037	11
"Co"	"II"	13.839	1
"Co"	"II"	13.8394878	3
"Co"	"II"	13.8499267	3
"Co"	"II"	13.8696538	5
"Co"	"II"	13.8788561	9
"Co"	"II"	13.8799939	7
"Co"	"II"	13.8838786	5
"Co"	"II"	13.8843178	7
"Co"	"II"	13.8862946	11
"Co"	"II"	13.8872014	9
"Co"	"II"	13.890716	5
"Co"	"II"	13.8913873	3
"Co"	"II"	13.9296828	5
"Co"	"II"	13.9390298	5
"Co"	"II"	13.98790954	15
"Co"	"II"	14.0641318	13
"Co"	"II"	14.0061207	7
"Co"	"II"	14.00945576	11
"Co"	"II"	14.0443102	9
"Co"	"II"	14.1000499	7
"Co"	"II"	14.0339805	7
"Co"	"II"	14.0416997	9
"Co"	"II"	14.0543073	7
"Co"	"II"	14.1120688	5
"Co"	"II"	14.0636672	3
"Co"	"II"	14.0750852	7
"Co"	"II"	14.1665331	5
"Co"	"II"	14.2401227	3
"Co"	"II"	14.09795011	15
"Co"	"II"	14.10984168	13
"Co"	"II"	14.1809062	11
"Co"	"II"	14.1129982	9
"Co"	"II"	14.2491294	7
"Co"	"II"	14.116573	3
"Co"	"II"	14.11741017	11
"Co"	"II"	14.12741483	13
"Co"	"II"	14.19978019	9
"Co"	"II"	14.20351918	11
"Co"	"II"	14.1654348	3
"Co"	"II"	14.1819783	7
"Co"	"II"	14.22888473	13
"Co"	"II"	14.2549989	9
"Co"	"II"	14.2765801	5
"Co"	"II"	14.3555779	1
"Co"	"II"	14.3757549	3
"Co"	"II"	14.31829916	9
"Co"	"II"	14.39858	7
"Co"	"II"	14.4296112	5
"Co"	"II"	14.5577978	5
"Co"	"II"	14.5725131	9
"Co"	"II"	14.792763	11
"Co"	"II"	14.815776	9
"Co"	"II"	14.906412	7
"Co"	"II"	14.903056	9
"Co"	"II"	14.985588	7
"Co"	"II"	14.9033827	15
"Co"	"II"	14.9033893	13
"Co"	"II"	14.9034435	13
"Co"	"II"	14.9034509	11
"Co"	"II"	14.9040783	11
"Co"	"II"	14.9041117	9
"Co"	"II"	14.9042107	15
"Co"	"II"	14.904219	17
"Co"	"II"	14.9049201	9
"Co"	"II"	14.9049536	7
"Co"	"II"	14.9057895	7
"Co"	"II"	14.9058024	5
"Co"	"II"	14.9059844	17
"Co"	"II"	14.905986	19
"Co"	"II"	14.906455	5
"Co"	"II"	14.9064699	3
"Co"	"II"	14.906869	3
"Co"	"II"	14.9068901	1
"Co"	"II"	14.962621	13
"Co"	"II"	14.972371	15
"Co"	"II"	14.982697	13
"Co"	"II"	15.082866	11
"Co"	"II"	15.147032	9
"Co"	"II"	15.0080464	13
"Co"	"II"	15.0080526	11
"Co"	"II"	15.0082597	11
"Co"	"II"	15.0082678	9
"Co"	"II"	15.00845398	15
"Co"	"II"	15.0084547	13
"Co"	"II"	15.0088236	9
"Co"	"II"	15.0088248	7
"Co"	"II"	15.0094946	5
"Co"	"II"	15.0095129	7
"Co"	"II"	15.00987695	15
"Co"	"II"	15.00987769	17
"Co"	"II"	15.0101616	5
"Co"	"II"	15.0101819	3
"Co"	"II"	15.0106651	3
"Co"	"II"	15.077949	13
"Co"	"II"	15.0839144	11
"Co"	"II"	15.0839214	9
"Co"	"II"	15.0840054	13
"Co"	"II"	15.0840095	11
"Co"	"II"	15.0842982	7
"Co"	"II"	15.0843014	9
"Co"	"II"	15.084979	5
"Co"	"II"	15.0849835	7
"Co"	"II"	15.085285	13
"Co"	"II"	15.08528922	15
"Co"	"II"	15.1350957	9
"Co"	"II"	15.1350959	11
"Co"	"II"	15.1356577	7
"Co"	"II"	15.1356598	9
"Co"	"II"	15.1368802	11
"Co"	"II"	15.136881	13
"Co"	"II"	15.137371	7
"Co"	"II"	15.137378	5
"Co"	"II"	15.612177	15
"Co"	"II"	15.61823	13
"Fe"	"II"	0	10
"Fe"	"II"	0.04770753	8
"Fe"	"II"	0.08278213	6
"Fe"	"II"	0.10695023	4
"Fe"	"II"	0.12113874	2
"Fe"	"II"	0.23217279	10
"Fe"	"II"	0.30129858	8
"Fe"	"II"	0.35186476	6
"Fe"	"II"	0.38651921	4
"Fe"	"II"	0.9863338	8
"Fe"	"II"	1.04046986	6
"Fe"	"II"	1.07624119	4
"Fe"	"II"	1.09686139	2
"Fe"	"II"	1.67061856	6
"Fe"	"II"	1.6952613	4
"Fe"	"II"	1.72398297	2
"Fe"	"II"	1.96448604	10
"Fe"	"II"	2.02954815	8
"Fe"	"II"	2.27642922	4
"Fe"	"II"	2.34166141	2
"Fe"	"II"	2.52186911	12
"Fe"	"II"	2.57958587	10
"Fe"	"II"	2.54377802	6
"Fe"	"II"	2.64185518	4
"Fe"	"II"	2.58265947	6
"Fe"	"II"	2.70434897	4
"Fe"	"II"	2.7784633	2
"Fe"	"II"	2.63486052	14
"Fe"	"II"	2.65702556	12
"Fe"	"II"	2.67577925	10
"Fe"	"II"	2.69193206	8
"Fe"	"II"	2.80665448	10
"Fe"	"II"	2.82812245	8
"Fe"	"II"	2.84411707	6
"Fe"	"II"	2.85551515	4
"Fe"	"II"	2.8910183	6
"Fe"	"II"	3.15276806	12
"Fe"	"II"	3.19945278	10
"Fe"	"II"	3.22131344	8
"Fe"	"II"	3.23045937	6
"Fe"	"II"	3.19725263	4
"Fe"	"II"	3.33923354	2
"Fe"	"II"	3.24468891	12
"Fe"	"II"	3.26732671	10
"Fe"	"II"	3.38661825	8
"Fe"	"II"	3.42449356	6
"Fe"	"II"	3.76769941	10
"Fe"	"II"	3.81430861	8
"Fe"	"II"	3.88869686	4
"Fe"	"II"	3.8891925	2
"Fe"	"II"	3.89161339	6
"Fe"	"II"	3.90341906	8
"Fe"	"II"	3.9441623	6
"Fe"	"II"	3.96737644	8
"Fe"	"II"	4.07605998	14
"Fe"	"II"	4.0803055	12
"Fe"	"II"	4.14931647	10
"Fe"	"II"	4.15363129	8
"Fe"	"II"	4.47910423	4
"Fe"	"II"	4.49479059	6
"Fe"	"II"	4.6155941	2
"Fe"	"II"	4.7317602	6
"Fe"	"II"	4.7379945	4
"Fe"	"II"	4.76830747	10
"Fe"	"II"	4.79323577	8
"Fe"	"II"	4.8178982	6
"Fe"	"II"	4.83702231	4
"Fe"	"II"	4.84893721	2
"Fe"	"II"	5.20337749	12
"Fe"	"II"	5.22157443	10
"Fe"	"II"	5.23672772	8
"Fe"	"II"	5.24885175	6
"Fe"	"II"	5.25709365	4
"Fe"	"II"	5.26187092	2
"Fe"	"II"	5.28894824	8
"Fe"	"II"	5.36090398	6
"Fe"	"II"	5.40831276	4
"Fe"	"II"	5.48413599	10
"Fe"	"II"	5.54876624	8
"Fe"	"II"	5.5891955	6
"Fe"	"II"	5.61522263	4
"Fe"	"II"	5.5107139	8
"Fe"	"II"	5.55260578	6
"Fe"	"II"	5.58476799	4
"Fe"	"II"	5.604888	2
"Fe"	"II"	5.56875734	8
"Fe"	"II"	5.57055201	6
"Fe"	"II"	5.82322475	6
"Fe"	"II"	5.87558748	4
"Fe"	"II"	5.90488507	2
"Fe"	"II"	5.9109129	4
"Fe"	"II"	5.95609042	6
"Fe"	"II"	6.0877427	2
"Fe"	"II"	6.138076	4
"Fe"	"II"	6.22559822	6
"Fe"	"II"	6.2086229	4
"Fe"	"II"	6.2169162	6
"Fe"	"II"	6.21873433	10
"Fe"	"II"	6.22249688	8
"Fe"	"II"	6.48435	6
"Fe"	"II"	6.5194425	8
"Fe"	"II"	6.5669685	10
"Fe"	"II"	6.7030021	2
"Fe"	"II"	6.8070159	4
"Fe"	"II"	6.72393597	12
"Fe"	"II"	6.72907574	10
"Fe"	"II"	6.72932284	6
"Fe"	"II"	6.7302635	8
"Fe"	"II"	6.80308	6
"Fe"	"II"	6.8072583	8
"Fe"	"II"	7.11806748	6
"Fe"	"II"	7.12826481	4
"Fe"	"II"	7.1388229	2
"Fe"	"II"	7.2693948	10
"Fe"	"II"	7.2736817	8
"Fe"	"II"	7.3973238	4
"Fe"	"II"	7.4725712	8
"Fe"	"II"	7.4867075	2
"Fe"	"II"	7.4937341	4
"Fe"	"II"	7.4942595	6
"Fe"	"II"	7.4889348	6
"Fe"	"II"	7.5674109	2
"Fe"	"II"	7.6042922	4
"Fe"	"II"	7.5165973	12
"Fe"	"II"	7.5391368	10
"Fe"	"II"	7.5576776	8
"Fe"	"II"	7.5682105	6
"Fe"	"II"	7.5428961	14
"Fe"	"II"	7.549101	12
"Fe"	"II"	7.5617273	10
"Fe"	"II"	7.5824802	8
"Fe"	"II"	7.574617	6
"Fe"	"II"	7.7025932	4
"Fe"	"II"	7.6061288	16
"Fe"	"II"	7.6265941	10
"Fe"	"II"	7.6284514	14
"Fe"	"II"	7.6358402	12
"Fe"	"II"	7.6530572	8
"Fe"	"II"	7.7725538	6
"Fe"	"II"	7.789812	2
"Fe"	"II"	7.8063198	4
"Fe"	"II"	7.6839121	4
"Fe"	"II"	7.6931007	6
"Fe"	"II"	7.708299	8
"Fe"	"II"	7.6951447	8
"Fe"	"II"	7.7058106	6
"Fe"	"II"	7.7066254	10
"Fe"	"II"	7.7173363	4
"Fe"	"II"	7.6973256	10
"Fe"	"II"	7.7269984	8
"Fe"	"II"	7.7233696	14
"Fe"	"II"	7.7691291	12
"Fe"	"II"	7.8041909	8
"Fe"	"II"	7.8448498	6
"Fe"	"II"	7.8686738	4
"Fe"	"II"	7.8803734	2
"Fe"	"II"	7.919655	12
"Fe"	"II"	7.9286411	10
"Fe"	"II"	7.9400585	8
"Fe"	"II"	7.9458259	6
"Fe"	"II"	7.9704921	8
"Fe"	"II"	7.9877322	6
"Fe"	"II"	8.0349812	2
"Fe"	"II"	8.0384001	4
"Fe"	"II"	8.0381375	10
"Fe"	"II"	8.0725728	8
"Fe"	"II"	8.1040544	12
"Fe"	"II"	8.1279417	10
"Fe"	"II"	8.1308918	12
"Fe"	"II"	8.1452725	10
"Fe"	"II"	8.1744466	8
"Fe"	"II"	8.1926616	6
"Fe"	"II"	8.184541	10
"Fe"	"II"	8.2297382	8
"Fe"	"II"	8.2477153	6
"Fe"	"II"	8.2589171	4
"Fe"	"II"	8.2137854	2
"Fe"	"II"	8.2340029	14
"Fe"	"II"	8.240429	12
"Fe"	"II"	8.255989	10
"Fe"	"II"	8.2663161	8
"Fe"	"II"	8.307007	6
"Fe"	"II"	8.3408923	4
"Fe"	"II"	8.3709578	12
"Fe"	"II"	8.4310228	10
"Fe"	"II"	8.567609	6
"Fe"	"II"	8.5923636	4
"Fe"	"II"	8.6078527	2
"Fe"	"II"	8.6301144	8
"Fe"	"II"	8.6355591	6
"Fe"	"II"	8.7179023	10
"Fe"	"II"	8.7438237	8
"Fe"	"II"	8.801225	14
"Fe"	"II"	8.8565248	16
"Fe"	"II"	8.9224918	6
"Fe"	"II"	8.932201	4
"Fe"	"II"	8.9532696	2
"Fe"	"II"	8.9430267	10
"Fe"	"II"	8.9593142	12
"Fe"	"II"	8.9478161	4
"Fe"	"II"	8.9564405	6
"Fe"	"II"	8.9705104	8
"Fe"	"II"	9.0075386	10
"Fe"	"II"	8.9801352	2
"Fe"	"II"	8.9918996	4
"Fe"	"II"	9.0036704	6
"Fe"	"II"	9.0076893	8
"Fe"	"II"	9.052853	8
"Fe"	"II"	9.0576548	6
"Fe"	"II"	9.0622072	10
"Fe"	"II"	9.0686191	8
"Fe"	"II"	9.074071	2
"Fe"	"II"	9.0742936	4
"Fe"	"II"	9.0996679	10
"Fe"	"II"	9.0999233	6
"Fe"	"II"	9.1118775	8
"Fe"	"II"	9.1298598	4
"Fe"	"II"	9.1256755	12
"Fe"	"II"	9.1439928	10
"Fe"	"II"	9.1707197	14
"Fe"	"II"	9.1710815	12
"Fe"	"II"	9.2365863	4
"Fe"	"II"	9.2500722	6
"Fe"	"II"	9.373317	8
"Fe"	"II"	9.4122703	6
"Fe"	"II"	9.4388507	4
"Fe"	"II"	9.494392	2
"Fe"	"II"	9.6388708	6
"Fe"	"II"	9.6878034	8
"Fe"	"II"	9.6536143	10
"Fe"	"II"	9.7002396	8
"Fe"	"II"	9.735914	6
"Fe"	"II"	9.7607579	4
"Fe"	"II"	9.775414	2
"Fe"	"II"	9.6937051	8
"Fe"	"II"	9.742339	10
"Fe"	"II"	9.7311656	4
"Fe"	"II"	9.7564232	6
"Fe"	"II"	9.7751463	2
"Fe"	"II"	9.8249371	4
"Fe"	"II"	9.8252426	4
"Fe"	"II"	9.8300771	6
"Fe"	"II"	9.8358352	8
"Fe"	"II"	9.8492422	8
"Fe"	"II"	9.9045425	6
"Fe"	"II"	9.9408057	4
"Fe"	"II"	9.9616418	2
"Fe"	"II"	10.1219773	6
"Fe"	"II"	10.1338154	8
"Fe"	"II"	10.2725501	12
"Fe"	"II"	10.2880497	10
"Fe"	"II"	10.3076133	8
"Fe"	"II"	10.3289055	6
"Fe"	"II"	10.3476866	4
"Fe"	"II"	10.3599422	2
"Fe"	"II"	10.328532	8
"Fe"	"II"	10.3987045	10
"Fe"	"II"	10.3791615	8
"Fe"	"II"	10.3807526	10
"Fe"	"II"	10.3914073	6
"Fe"	"II"	10.413446	4
"Fe"	"II"	10.430992	2
"Fe"	"II"	10.3983625	6
"Fe"	"II"	10.4592796	4
"Fe"	"II"	10.4190334	14
"Fe"	"II"	10.4514812	12
"Fe"	"II"	10.4801123	10
"Fe"	"II"	10.5027943	8
"Fe"	"II"	10.5194227	6
"Fe"	"II"	10.5310027	4
"Fe"	"II"	10.4477261	8
"Fe"	"II"	10.4552114	6
"Fe"	"II"	10.4672943	4
"Fe"	"II"	10.4996322	8
"Fe"	"II"	10.5226519	6
"Fe"	"II"	10.5446893	4
"Fe"	"II"	10.5600846	2
"Fe"	"II"	10.5217184	12
"Fe"	"II"	10.5615658	10
"Fe"	"II"	10.59605	8
"Fe"	"II"	10.6229357	6
"Fe"	"II"	10.6000744	6
"Fe"	"II"	10.6290223	4
"Fe"	"II"	10.6780583	10
"Fe"	"II"	10.7142644	8
"Fe"	"II"	10.7370057	6
"Fe"	"II"	10.7507828	4
"Fe"	"II"	10.7108444	2
"Fe"	"II"	10.7300763	4
"Fe"	"II"	10.7578131	6
"Fe"	"II"	10.7779047	8
"Fe"	"II"	10.7224709	8
"Fe"	"II"	10.7305134	6
"Fe"	"II"	10.8288892	12
"Fe"	"II"	10.8451196	10
"Fe"	"II"	10.8532849	8
"Fe"	"II"	10.8576631	6
"Fe"	"II"	10.8979851	2
"Fe"	"II"	10.906287	4
"Fe"	"II"	10.8613053	4
"Fe"	"II"	10.865516	2
"Fe"	"II"	10.9179622	6
"Fe"	"II"	10.9365793	8
"Fe"	"II"	10.9868006	10
"Fe"	"II"	10.9088324	6
"Fe"	"II"	10.9300968	4
"Fe"	"II"	10.9340507	2
"Fe"	"II"	11.0002994	10
"Fe"	"II"	11.0164343	8
"Fe"	"II"	11.0494038	6
"Fe"	"II"	11.0756571	4
"Fe"	"II"	11.0930363	2
"Fe"	"II"	11.0505342	8
"Fe"	"II"	11.0896991	6
"Fe"	"II"	11.1122017	4
"Fe"	"II"	11.1247777	6
"Fe"	"II"	11.1449887	8
"Fe"	"II"	11.1669291	10
"Fe"	"II"	11.1848145	12
"Fe"	"II"	11.1491737	12
"Fe"	"II"	11.195851	8
"Fe"	"II"	11.2065018	10
"Fe"	"II"	11.2190607	6
"Fe"	"II"	11.2321638	4
"Fe"	"II"	11.2389481	2
"Fe"	"II"	11.1638849	10
"Fe"	"II"	11.2553628	8
"Fe"	"II"	11.2913111	6
"Fe"	"II"	11.3084614	4
"Fe"	"II"	11.2079078	8
"Fe"	"II"	11.2377818	6
"Fe"	"II"	11.2700245	4
"Fe"	"II"	11.3073311	2
"Fe"	"II"	11.2366645	4
"Fe"	"II"	11.2626611	2
"Fe"	"II"	11.4405332	6
"Fe"	"II"	11.2703037	6
"Fe"	"II"	11.4345108	4
"Fe"	"II"	11.445572	2
"Fe"	"II"	11.2885412	4
"Fe"	"II"	11.3033835	8
"Fe"	"II"	11.3538714	6
"Fe"	"II"	11.3871409	4
"Fe"	"II"	11.388021	2
"Fe"	"II"	11.3960783	4
"Fe"	"II"	11.4088681	6
"Fe"	"II"	11.4256589	8
"Fe"	"II"	11.4437749	10
"Fe"	"II"	11.4601196	12
"Fe"	"II"	11.417586	8
"Fe"	"II"	11.420994	10
"Fe"	"II"	11.4271793	12
"Fe"	"II"	11.4375285	14
"Fe"	"II"	11.4278331	10
"Fe"	"II"	11.4812729	8
"Fe"	"II"	11.4333753	4
"Fe"	"II"	11.4927646	6
"Fe"	"II"	11.4415681	8
"Fe"	"II"	11.4474493	6
"Fe"	"II"	11.4510101	4
"Fe"	"II"	11.4594834	10
"Fe"	"II"	11.4627564	2
"Fe"	"II"	11.4868373	4
"Fe"	"II"	11.518046	6
"Fe"	"II"	11.5466334	8
"Fe"	"II"	11.5712658	4
"Fe"	"II"	11.579555	6
"Fe"	"II"	11.5906134	10
"Fe"	"II"	11.5909917	8
"Fe"	"II"	11.6335565	6
"Fe"	"II"	11.6347274	4
"Fe"	"II"	11.6529591	8
"Fe"	"II"	11.658404	2
"Fe"	"II"	11.6616719	10
"Fe"	"II"	11.6530493	6
"Fe"	"II"	11.6636022	8
"Fe"	"II"	11.6729127	10
"Fe"	"II"	11.6780141	12
"Fe"	"II"	11.6807228	6
"Fe"	"II"	11.7461558	4
"Fe"	"II"	11.7636933	2
"Fe"	"II"	11.7394541	6
"Fe"	"II"	11.7491416	8
"Fe"	"II"	11.741355	6
"Fe"	"II"	11.7842241	6
"Fe"	"II"	11.788336	8
"Fe"	"II"	11.8736657	2
"Fe"	"II"	11.8849108	4
"Fe"	"II"	11.9019644	6
"Fe"	"II"	11.9294769	8
"Fe"	"II"	11.9101771	12
"Fe"	"II"	11.9321669	10
"Fe"	"II"	11.9371037	6
"Fe"	"II"	11.9466897	8
"Fe"	"II"	12.0669485	4
"Fe"	"II"	12.0893786	6
"Fe"	"II"	12.1646572	4
"Fe"	"II"	12.2815138	2
"Fe"	"II"	12.132019	10
"Fe"	"II"	12.1850247	12
"Fe"	"II"	12.1665863	14
"Fe"	"II"	12.1870155	12
"Fe"	"II"	12.2056752	10
"Fe"	"II"	12.2209869	8
"Fe"	"II"	12.1747693	4
"Fe"	"II"	12.1944232	6
"Fe"	"II"	12.2169083	8
"Fe"	"II"	12.2244065	10
"Fe"	"II"	12.1924024	4
"Fe"	"II"	12.1989689	8
"Fe"	"II"	12.2130662	6
"Fe"	"II"	12.2459559	4
"Fe"	"II"	12.2753875	2
"Fe"	"II"	12.2618625	8
"Fe"	"II"	12.2829242	4
"Fe"	"II"	12.3887082	2
"Fe"	"II"	12.3455088	10
"Fe"	"II"	12.3597808	8
"Fe"	"II"	12.3766049	6
"Fe"	"II"	12.3883229	4
"Fe"	"II"	12.3532177	8
"Fe"	"II"	12.3683178	10
"Fe"	"II"	12.3554292	10
"Fe"	"II"	12.3746829	8
"Fe"	"II"	12.448073	6
"Fe"	"II"	12.4594232	8
"Fe"	"II"	12.4913863	6
"Fe"	"II"	12.572292	2
"Fe"	"II"	12.5935681	4
"Fe"	"II"	12.6099986	6
"Fe"	"II"	12.6090094	10
"Fe"	"II"	12.6502274	8
"Fe"	"II"	12.6878163	6
"Fe"	"II"	12.7137971	4
"Fe"	"II"	12.7290536	2
"Fe"	"II"	12.6886004	12
"Fe"	"II"	12.7071549	14
"Fe"	"II"	12.6953327	8
"Fe"	"II"	12.7458673	6
"Fe"	"II"	12.7850548	4
"Fe"	"II"	12.8033198	2
"Fe"	"II"	12.702075	6
"Fe"	"II"	12.70884	4
"Fe"	"II"	12.718917	12
"Fe"	"II"	12.7486745	10
"Fe"	"II"	12.7752353	8
"Fe"	"II"	12.7917192	6
"Fe"	"II"	12.7494678	12
"Fe"	"II"	12.7519476	10
"Fe"	"II"	12.7505746	14
"Fe"	"II"	12.7571589	12
"Fe"	"II"	12.7557949	10
"Fe"	"II"	12.7563835	8
"Fe"	"II"	12.7632131	8
"Fe"	"II"	12.7644423	6
"Fe"	"II"	12.7679299	12
"Fe"	"II"	12.785375	14
"Fe"	"II"	12.7991829	16
"Fe"	"II"	12.7707022	6
"Fe"	"II"	12.7831241	8
"Fe"	"II"	12.8700712	2
"Fe"	"II"	12.7728134	14
"Fe"	"II"	12.7753777	16
"Fe"	"II"	12.7733903	6
"Fe"	"II"	12.7746894	4
"Fe"	"II"	12.7821371	8
"Fe"	"II"	12.7841142	4
"Fe"	"II"	12.7859594	2
"Fe"	"II"	12.7908695	10
"Fe"	"II"	12.9077394	8
"Fe"	"II"	12.9649317	6
"Fe"	"II"	12.9653902	4
"Fe"	"II"	12.7931471	8
"Fe"	"II"	12.811801	6
"Fe"	"II"	12.7941734	8
"Fe"	"II"	12.8444417	6
"Fe"	"II"	12.8107881	12
"Fe"	"II"	12.8141045	10
"Fe"	"II"	12.8108465	10
"Fe"	"II"	12.8126137	8
"Fe"	"II"	12.8156139	6
"Fe"	"II"	12.8182037	8
"Fe"	"II"	12.8188939	4
"Fe"	"II"	12.8207506	6
"Fe"	"II"	12.8221898	4
"Fe"	"II"	12.8245941	2
"Fe"	"II"	12.8222325	2
"Fe"	"II"	12.8224715	12
"Fe"	"II"	12.8225962	14
"Fe"	"II"	12.844816	12
"Fe"	"II"	12.8660067	10
"Fe"	"II"	12.8846409	8
"Fe"	"II"	12.8996498	6
"Fe"	"II"	12.845869	10
"Fe"	"II"	12.8923104	8
"Fe"	"II"	12.8469422	14
"Fe"	"II"	12.8635679	12
"Fe"	"II"	12.878767	10
"Fe"	"II"	12.8926628	8
"Fe"	"II"	12.8503132	18
"Fe"	"II"	12.8579705	16
"Fe"	"II"	12.8735344	14
"Fe"	"II"	12.891106	12
"Fe"	"II"	12.850374	4
"Fe"	"II"	12.8523307	6
"Fe"	"II"	12.8532884	4
"Fe"	"II"	12.8542212	2
"Fe"	"II"	12.8542909	8
"Fe"	"II"	12.8569773	6
"Fe"	"II"	12.8547671	10
"Fe"	"II"	12.8560572	12
"Fe"	"II"	12.8550633	10
"Fe"	"II"	12.871364	8
"Fe"	"II"	12.8973225	6
"Fe"	"II"	13.2472961	4
"Fe"	"II"	12.8573818	10
"Fe"	"II"	12.8586008	8
"Fe"	"II"	12.8767266	6
"Fe"	"II"	12.8781204	4
"Fe"	"II"	12.8787396	10
"Fe"	"II"	12.8798182	8
"Fe"	"II"	12.8792764	16
"Fe"	"II"	12.902374	14
"Fe"	"II"	12.9159652	12
"Fe"	"II"	12.918222	10
"Fe"	"II"	12.8864963	12
"Fe"	"II"	12.8882321	10
"Fe"	"II"	12.9415873	8
"Fe"	"II"	12.9472309	6
"Fe"	"II"	12.9725199	4
"Fe"	"II"	12.890334	2
"Fe"	"II"	12.8906141	8
"Fe"	"II"	12.892869	6
"Fe"	"II"	12.8944571	8
"Fe"	"II"	12.909265	6
"Fe"	"II"	13.0013649	4
"Fe"	"II"	12.8972034	8
"Fe"	"II"	12.9001119	6
"Fe"	"II"	12.9092025	16
"Fe"	"II"	12.9334579	14
"Fe"	"II"	12.917837	4
"Fe"	"II"	12.9572238	6
"Fe"	"II"	13.045693	8
"Fe"	"II"	13.2318648	10
"Fe"	"II"	12.920346	6
"Fe"	"II"	12.9540682	8
"Fe"	"II"	12.9398343	14
"Fe"	"II"	12.9679155	12
"Fe"	"II"	13.0020396	10
"Fe"	"II"	13.0264775	8
"Fe"	"II"	13.0438578	6
"Fe"	"II"	13.0541176	4
"Fe"	"II"	12.9453973	10
"Fe"	"II"	12.9673497	4
"Fe"	"II"	12.9818165	8
"Fe"	"II"	12.9882304	2
"Fe"	"II"	12.9970358	6
"Fe"	"II"	12.9570132	4
"Fe"	"II"	13.068899	10
"Fe"	"II"	12.971513	14
"Fe"	"II"	12.9892615	12
"Fe"	"II"	12.9760803	14
"Fe"	"II"	12.9956148	12
"Fe"	"II"	13.0106179	10
"Fe"	"II"	13.021879	8
"Fe"	"II"	12.9856663	2
"Fe"	"II"	13.0576934	4
"Fe"	"II"	12.985988	6
"Fe"	"II"	12.9985021	4
"Fe"	"II"	13.0290363	2
"Fe"	"II"	12.9944385	10
"Fe"	"II"	13.0335915	8
"Fe"	"II"	13.0014086	12
"Fe"	"II"	13.0445113	10
"Fe"	"II"	13.0740788	8
"Fe"	"II"	13.0965456	6
"Fe"	"II"	13.0026236	8
"Fe"	"II"	13.0341827	6
"Fe"	"II"	13.0468933	4
"Fe"	"II"	13.0079946	10
"Fe"	"II"	13.0825823	4
"Fe"	"II"	13.2374489	8
"Fe"	"II"	13.2497908	6
"Fe"	"II"	13.0175819	8
"Fe"	"II"	13.0653835	6
"Fe"	"II"	13.0754025	4
"Fe"	"II"	13.0775959	2
